Price,Model Year,Engine Type,Engine Capacity,Assembly,Body Type,Transmission Type,Registration Status,Car Name
3000000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
675000,1996,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
3200000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
250000,1997,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
480000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
910000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2350000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
4200000,2016,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
540000,2003,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1800000,2012,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
700000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
9800000,2009,Petrol,2700,Imported,SUV,Automatic,Un-Registered,Toyota Prado
525000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
9950000,2010,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
10800000,2011,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
1680000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
820000,2003,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
920000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
675000,2001,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
4000000,2018,Petrol,1800,Local,Sedan,Manual,Registered,Toyota Corolla
515000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1214000,2005,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1200000,2011,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
3080000,2015,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
2565000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1575000,2019,Petrol,660,Local,Hatchback,Automatic,Registered,Suzuki Alto
760000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
985000,2005,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
895000,2000,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
1280000,2007,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
1450000,2007,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
680000,1998,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
4250000,2019,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
495000,1999,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1120000,2006,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
3200000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1100000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1525000,2016,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
3250000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
33000000,2015,Petrol,4600,Imported,SUV,Automatic,Registered,Toyota Land
1850000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3550000,2015,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
2930000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1950000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2350000,2014,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2025000,2014,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
960000,2013,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
565000,2009,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
495000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
560000,1999,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2220000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1495000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3650000,2018,Hybrid,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
1640000,2011,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
790000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
565000,2009,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1625000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1990000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
830000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
460000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1120000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1000000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2196000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
550000,2000,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2450000,2015,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
780000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
370000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1625000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
8200000,2018,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Fortuner
2500000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
325000,1995,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1615000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
800000,2000,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
800000,1998,Petrol,1600,Local,Sedan,Manual,Registered,Toyota Corolla
3250000,2016,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
580000,1995,Petrol,1500,Imported,Sedan,Manual,Registered,Honda Civic
2080000,2013,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
2875000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
590000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1470000,2009,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2280000,2014,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
970000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2090000,2014,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1100000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
690000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1100000,2004,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1685000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
750000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2700000,2019,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
690000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2850000,2014,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
5500000,2005,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
600000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2000000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1325000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
620000,1997,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
750000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1380000,2008,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
480000,2003,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2280000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
595000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1600000,2019,Petrol,660,Local,Hatchback,Automatic,Un-Registered,Suzuki Alto
8650000,2018,Diesel,2800,Local,SUV,Automatic,Registered,Toyota Fortuner
11000000,2010,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
1420000,2007,Petrol,1300,Imported,Hatchback,Automatic,Registered,Toyota Vitz
3000000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1920000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
545000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
550000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
300000,1992,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
3320000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1550000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1650000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1125000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1400000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
790000,2013,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
5000000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Mercedes Benz
2085000,2017,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1675000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
4975000,2016,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
1350000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
720000,2015,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
2480000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
875000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
10500000,2010,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
3000000,2019,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
700000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
550000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3350000,2015,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
7200000,2003,Petrol,4700,Imported,SUV,Automatic,Registered,Toyota Land
1200000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1270000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
650000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
345000,2000,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2000000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1399000,2000,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
600000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2650000,2013,Hybrid,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
1450000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1335000,2019,Petrol,660,Local,Hatchback,Manual,Un-Registered,Suzuki Alto
1320000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
550000,1991,Petrol,1500,Local,Sedan,Manual,Registered,Toyota Corolla
2900000,2013,Hybrid,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
580000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1750000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
4250000,2017,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
3095000,2018,Petrol,1600,Local,Sedan,Automatic,Un-Registered,Toyota Corolla
650000,2006,Petrol,1300,Imported,Sedan,Manual,Registered,Suzuki Liana
900000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1200000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
620000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
370000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
900000,2017,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1250000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1125000,2000,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
850000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1000000,2008,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
3685000,2014,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
1075000,2011,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
650000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
920000,2016,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1100000,2019,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1325000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
899000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1800000,2017,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2250000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2400000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1470000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Wagon
700000,2015,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
2700000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
590000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
890000,2002,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
785000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2950000,2014,Petrol,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
2550000,2018,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
5350000,2003,Petrol,3400,Imported,SUV,Automatic,Registered,Toyota Prado
2100000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
880000,2001,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3540000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1400000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
775000,2002,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1400000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2375000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
640000,2005,Petrol,800,Local,Hatchback,Automatic,Registered,Daihatsu Cuore
725000,2011,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2750000,2015,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
310000,1998,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
1480000,2010,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2400000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2150000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2080000,2007,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
2700000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1625000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1300000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
920000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2375000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1250000,2011,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1370000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
950000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
970000,2002,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2250000,2017,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
720000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
1045000,2013,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1580000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
4850000,2002,Petrol,4663,Imported,SUV,Automatic,Registered,Toyota Land
800000,2000,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
595000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1580000,2017,Petrol,660,Imported,Hatchback,Automatic,Un-Registered,Suzuki Alto
2350000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
950000,2004,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
3900000,2019,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
1475000,2011,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2625000,2018,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
2800000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
280000,1990,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2875000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
370000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1200000,2012,Petrol,1300,Imported,Hatchback,Automatic,Registered,Toyota Passo
360000,1991,Petrol,800,Local,Mini Van,Manual,Registered,Suzuki Bolan
945000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
770000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2720000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1025000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
4975000,2004,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
945000,2005,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
750000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
250000,1993,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3250000,2016,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
800000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1975000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
710000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
630000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
980000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
570000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1750000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
3285000,2014,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
2800000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2190000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
780000,2000,Petrol,1600,Local,Sedan,Manual,Registered,Toyota Corolla
1030000,2002,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
1700000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1625000,2019,Petrol,660,Local,Hatchback,Automatic,Registered,Suzuki Alto
325000,2005,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
735000,2010,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
480000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
250000,1993,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1655000,2013,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1680000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2380000,2012,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
480000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
875000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2140000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
12500000,2009,Petrol,4000,Imported,SUV,Automatic,Registered,Toyota Prado
2005000,2012,Hybrid,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
990000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1990000,2015,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1460000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1050000,2003,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
815000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
680000,2006,Petrol,800,Local,Hatchback,Automatic,Registered,Daihatsu Cuore
795000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1450000,2010,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
5000000,2016,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
445000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
535000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Baleno
1650000,2011,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2375000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2400000,2017,Petrol,1300,Imported,Sedan,Automatic,Registered,Toyota Corolla
1280000,2008,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1690000,2018,Petrol,1000,Local,Hatchback,Automatic,Registered,Suzuki Cultus
675000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1175000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1170000,2005,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1470000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
900000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
3225000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
625000,1990,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
570000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3175000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2425000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
4000000,2014,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
3100000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2475000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2255000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
510000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1300000,2006,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1570000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2250000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1290000,2013,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1175000,2015,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
630000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1230000,2005,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
980000,2006,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
925000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
550000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2395000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1725000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1310000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
12500000,2012,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
400000,1998,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
510000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2160000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2120000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2400000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1950000,2013,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2300000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1050000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
1950000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
995000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3250000,2013,Petrol,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
1175000,2015,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1050000,2006,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1620000,2009,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1420000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
3750000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
780000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1525000,2015,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
1650000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2280000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1220000,2007,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
1520000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1265000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Wagon
2050000,2012,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
9100000,2019,Diesel,2800,Local,SUV,Automatic,Registered,Toyota Fortuner
700000,2010,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2275000,2016,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1730000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
725000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
820000,2006,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
2695000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1550000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
1900000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1900000,2014,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1810000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2300000,2013,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1150000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2175000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
725000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
420000,1997,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1620000,2009,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2250000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1450000,2014,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1450000,2006,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1120000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
840000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
1165000,2012,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
